Snotel,33.9212,-109.4587,2806,,,,,,,,,,,
Year,Month,Day,Hour,Precip,Rain,Snow,AirT,Pres,RH,Wind,WindAngle,DSWRF,DLWRF,PET
,,,,mm,mm,mm,C,Pa,pct,m/s,degrees,W/m2,W/m2,mm
2018,10,1,nan,0,0,0,9.8745,73148.72628,63.82367459,4.503532377,210.2568375,190.7561633,308.335415,4.818149234
2018,10,2,nan,0,0,0,11.2004,73033.32785,73.9065111,7.021065609,195.3304028,163.2160997,305.031497,3.892578125
2018,10,3,nan,0,0,0,10.5702,73053.16582,70.86230469,3.625394065,223.9953547,225.4446231,286.2116638,4.5625
2018,10,4,nan,0,0,0,11.5437,72995.72405,65.88026729,7.189453125,219.2447013,229.6413233,259.758639,4.962725377
2018,10,5,nan,0,0,0,9.9749,72797.65151,46.48865664,5.091169485,230.5256687,232.2005475,223.5884083,5.156039859
2018,10,6,nan,7.62,7.62,0,8.3167,72542.17159,50.46115522,8.289830438,207.6817812,229.5307616,227.6925094,5.024414063
2018,10,7,nan,2.54,0,2.54,4.8165,72014.29437,73.72329425,10.32982461,207.9529845,155.1268033,261.7807522,3.5
2018,10,8,nan,2.54,0,2.54,3.7767,72094.3773,75.89496366,5.033203125,229.3663962,178.5965062,248.3655943,1.503904734
2018,10,9,nan,0,0,0,-0.90287,72282.66938,66.71527464,4.457589047,275.6565337,195.8510258,246.9425699,3.407061315
2018,10,10,nan,7.62,7.62,0,0.42508,72552.59627,64.43495631,6.140625,228.1912945,221.3346378,221.2286392,3.786944127
2018,10,11,nan,5.08,5.08,0,2.0498,72700.22236,73.40744883,7.837332828,212.5811937,208.79526,254.5773026,3.768554688
2018,10,12,nan,0,0,0,4.1616,72842.509,74.13945194,2.85721325,148.6182294,150.767019,291.732264,2.947265625
2018,10,13,nan,0,0,0,5.0526,72597.83344,74.75761448,4.6796875,218.5489438,172.7916803,283.7960385,3.335772252
2018,10,14,nan,0,0,0,4.0774,72548.85014,78.03240394,5.008789063,227.8042235,171.7990635,273.1722842,2.988444982
2018,10,15,nan,2.54,0,2.54,4.523,72777.99578,73.55290417,2.482771047,136.6973954,156.2623613,263.4685535,2.6171875
2018,10,16,nan,12.7,0,12.7,0.93962,72692.39024,89.19378723,5.089774156,148.930286,100.1596622,269.1980166,0.796709752
